10,1,10,The only way to go,"Kramer's 3 Pack Wing Rub is the best deal! We use them for wings, ribs, and marinades. We like to toss Easy Pickin' onto some salmon and onto the grill. Mmmm. <a href=""http://www.amazon.com/gp/product/B009EF4UYE"">Kramer's Wing Rub (Easy Pickin')</a>",2012-09-19 19:00,32,0,0,5
11,1,11,Yummy!,"Kramer's easy pickins' are absolutely yummy!  I use them in everything including salsa, guacamole, chili, soups, and especially meat rubs.  Order extra because you'll run out fast!",2012-09-19 19:00,33,0,0,5
12,1,12,The Rub You Crave,"I was given the 3-pack by a friend of mine and I have to say that this person is definitely my best friend for life. I should begin by stating that I LOVE chicken wings - I try them everytime I see them on a menu. Since trying these rubs, however, especially the Finger Lickin', I just can't bring myself to try them any place else.  The rub is perfectly spicy, perfectly smoky and leaves you craving more. We grill up these bad boys at least once a week in our household, but I have also marinated whole chickens, spiced up some grilled shrimp and even added to popcorn. AMAZING. The levels of heat are, shall we say, pretty extreme. The Easy Pickin' is for those of you that like a teeny-tiny amount of heat in your dishes (think poblano), Finger Lickin' for those a little more adventuresome (think jalapeno) and for those of you that ski the Black Diamonds, well, you really should try What Was I Thinkin' (think Ghost Pepper, times 4). The first bite I took made me kinda giggle like, hey, I got this. I defeat you Ghost Pepper. Then....it....hit. I have never sweated, cried and guffawed all at the same time. It was, truly, an unreal experience and I'm ever so grateful I tried it.<br /><br />I sure hope you give these a shot. You will truly be impressed with the flavor sensations!!!",2012-09-19 19:00,34,0,0,5
13,1,13,"Versatile, Delicious, and Flavor Packed!","Kramer's Wing Rubs are great for wings and much more. I used ""What Was I Thinkin"" to spice up my olive oil to create a spicy seasoning for all purposes. I also use it on Pork Shoulder which I slow smoke for a tasty pulled pork. Wings are great with this rub and you can grill them, get the same great hot wing taste without all the calories. Highly recommended.",2012-09-19 19:00,35,0,0,5
14,1,14,Kramer's Wing Rub is terrific!!!,"Kramer's Wing Rub is incredible.  I love all three flavors, but my favorite is still, ""What Was I Thinkin'!""  I put it on chicken wings, chicken breasts, and pork chops too!  I haven't tried the other Kramer products, but my friends say they are terrific.  As Melvin says, ""Keep on Rubbin'!""",2012-09-19 19:00,36,0,0,5
15,1,15,Amazing!,"Although it says ""Wing Rub"" don't be confused, I put this on everything! Everything!! One of the best on the market!! I have ordered many for family and friends (the three pack) and they all love it! Can't get enough of Kramers! You have to try it for yourself. The website has amazing recipes as well. It's the gift that keeps on giving, until you have to order more!",2012-09-19 19:00,37,0,0,5
16,2,16,Nothing short of amazing,"I've read only raving reviews about this matcha and the order couldn't come any sooner! The second you open the bag, the cheesecake-y goodness fills your nose. I decided to make it into a latte with soy milk and opted to not add sugar so I could get the full taste of the matcha. After less than a minute of whisking, the matcha created a nice blanket of foam. The first sip was heavenly and after adding some agave, the cheesecake flavor popped even more. This has become one of my favorite matchas and I'm excited to mix it with other flavors and make signature flavored cheesecakes.",2012-10-23 19:00,38,0,0,5
17,2,17,Cheese-less Cheesecake!,"I've heard great, great things about this matcha and I couldn't wait to try it. But real life stepped in and I didn't have the time to give it the attention it deserved, so, well, I had to wait to try. But I wait no more! Today I got to mix up my first frothy cup of cheesecake matcha goodness. I was stuck at the location I hate at work, so I desperately needed a thermos of matcha comfort and boy oh boy was I not let down! This is amazing stuff. Creamy and just that touch of tang found in a good cheesecake....yum. One of my specialities around this time of year is a pumpkin cheesecake....nom. I can't wait to mix this with a touch of Pumpkin Pie matcha and see how they go together.<br /><br />Oh cheesecake, I have missed you desperately. Cream cheese is one of those things I absolutely cannot have or I'll be ill for days, so cheesecake is, unfortunately permanently off my menu. But with a little beauty like this in my tea cupboard, I find I don't mind nearly as much! I want to try mixing this with all of the flavors in the Red Leaf Tea catalogue, and I'm sure every one of them would be delicious!",2012-10-01 19:00,39,0,0,5
18,2,18,Can't go wrong with cheesecake.,"Cheesecake matcha basically sounds like a dream come true. I'm not sure why I didn't order this with my first order. If I can get matcha that will satisfy my cheesecake craving without all the calories, I am definitely going to try it!<br /><br />I received this with my order of tiramisu and caramel, and although it had the least distinctive smell and flavour, it definitely still had an authentic cheesecakey-ness that was so worth it. I think the best part of this was that it wasn't just matcha that tasted like cheesecake - it tastes like what I imagine matcha-flavoured cheesecake would taste like (I haven't ventured into the world of baking with matcha because I am the only one who would eat it and I really don't need to eat an entire batch of cookies, cheesecake, etc. By myself!).<br /><br />Sweet, but not too sweet, with that little hint of tanginess that you get from cream cheese, this is a perfect after-dinner tea. I am going to make it again and do a better job - I had it iced the first time, and I think that is how I will prefer it, but it wasn't quite cold enough. I took it to work in my timolino and forgot to put ice cubes in!  That will be a necessity next time. I can't wait to mix this with a few other flavours!",2012-09-29 19:00,40,0,0,5
19,2,19,Yummy!,Okay so let's break this down to if you like cheesecake but don't want the extra pounds then this is perfect for you! I wasn't quite sure about ordering this one as I wasn't sure if I would like the cheesecake flavour... well I'm glad I did add this one to my cart as it was worth every cent. I make this one half matcha half milk and I've been adding marshmallows it makes it a bit more fun (and fancy!) The cost is reasonable the company's customer service is fantastic. There is no reason you can't order this tasty treat right now :D Just writing about it makes me want another cup :D,2012-09-28 19:00,41,0,0,5
20,2,20,Can't go wrong with cheesecake!,"I love this matcha every bit as much as I thought I would. I have tried three flavoured matchas from Red Leaf, and they are quickly becoming my favourite beverages.<br /><br />This particular matcha has a full, creamy flavour and texture. You can almost even taste the cream cheese tang. There's also a bit of cookie-crust going on here, which I love!<br /><br />When I first opened the packet I was delighted with the aroma. It smells sweet and decadent, almost reminded me of matcha ice cream! Must be the sweet creaminess of the cheesecake flavour combined with that familiar, distinctive matcha scent I know and love.<br /><br />This one has become a staple for me, and although there are lots of different flavours I'd love to try, I know I'll always make sure to have some of this on hand. It is so delicious and versatile.",2012-09-16 19:00,42,0,0,5
21,2,21,Perfection in a cup!,"It has been far too long since I've had some matcha so I decided that tonight would be as good as any to remedy that situation. This cheesecake matcha is seriously smooth and has a very strong aroma that makes me want to double check and make sure there isn't any actual cheesecake somewhere in my kitchen. I've had this matcha several times now and each time this flavor is spot on to a real, creamy cheesecake. You can find out more about this matcha here (and pick up some for yourself!):[...]<br /> Initially, I tried this matcha traditionally in my chawan and it was creamy and rich. I was pleasantly surprised that the color was a vibrant green instead of being muddled by the flavoring. Even though the cheesecake flavor is front and center, it is tempered nicely with a smooth, fresh matcha aftertaste that prevents the flavor from being cloying. The matcha also whisked up quite well with no noticeable clumps and I didn't even sift it!<br /><br /> After the initial success with this matcha, I couldn't wait to try it as a hot cheesecake latte. Although the thought of hot liquid cheesecake is not necessarily my idea of a great treat, I was confident that the quality of Red Leaf Tea's product would not let me down. With a bit of sugar and the addition of warm milk, this latte was so great! I downed it in no time flat and had to make another immediately.<br /><br /> Tonight, I'm having this as a cold iced matcha with a teensy bit of sugar and enough milk to complete the cup. The flavor seems to really pop when prepared this way and I'm certainly wondering how I made it for so many days without drinking this or any other of the great flavors from Red Leaf Tea. A couple of weeks ago I made a delicious matcha cake and I think it would be amazing with this cheesecake flavor as the base! Now to figure out what the next flavor I'll try will be...",2012-09-14 19:00,43,0,0,5
22,2,22,Creamy and Delicious!,"There is nothing bad that I can say about this Matcha from Redleaf.  They have hit the flavour right on the money.  If you love cheesecake, or are even on the fence about it, try this matcha.  It's like biting into the best cheesecake slice you can imagine without the guilt of calories and sugar!",2012-09-14 19:00,44,0,0,5
23,2,23,Dreams really do come true!,"Okay, I was wracking my brain to think of which matcha I had left to review. I actually had to go into my cupboard and sort my Recently Added to figure it out... it was CHEESECAKE! How could I forget?! I've been drinking this glorious Matcha almost every day, not even kidding. I know it'll be the first I run out of and the first I run back to order more of! I might get a tin just for this one, because I know it will be in my cupboard forever. Dear Red Leaf Tea, never stop making matcha!!!! Love, your adoring fans!<br /><br />I have had 2 amazing cheesecakes in my life. One was purchased on a trip to Vancouver from the market on Granville Island. It was tiny. It was expensive. It was amazing! The second was this week from a place called Broadway Cheesecake (something like that) here in Halifax. They have so freaking many kinds of cheesecake, it is crazy! 8 bucks a piece, but the pieces are HUGE. Why am I telling you this? Because this matcha trumps them. It puts the power of cheesecake into my little hands, adds green tea powder to make it amazing, and tastes like heaven on earth!<br /><br />That may seem a little dramatic, but it's the only way I know how to truly show how much I appreciate this matcha in my cupboard. The taste is tangy, thick and a bit sweet. If you add sugar it has the decadence of a perfect cream cheese icing. If you add milk (I tried 2%, almond and vanilla soy) it's a slice from a fine bakery (or cheesecake from home, arguably the best kind!). If you drink it hot - it's fresh from the oven! Iced? It's a perfectly chilled and dense New York piece from the fridge. I could go on, but I guess what I'm trying to say is: Any way you slice it, this Cheesecake Matcha is the best of the best - it has the power to turn my crappy tired morning into an awesome day. Just sayin'.<br /><br />One of the best features of this flavour (and many of the other dessert matchas) is that you get the delicious taste of a rich cheesecake without the tummy-ache and super full and heavy feeling. I won't say without the ""guilt"" because I am highly against self shaming, especially in the food department. With that in mind - this tea doesn't completely replace a cheesecake. I'll still eat my fair share of cheesecake! What this tea DOES do is let you have cheesecake every day - even if your tummy is full or your wallet is empty! THAT my friends, is the magic of matcha :D<br /><br />Thanks for reading this ramble. I'm kind of passionate, can you tell? ;)",2012-09-13 19:00,45,0,0,5
24,2,24,Cheesecake Matcha,"I love that I am able to find such dessert flavors in a tea. No calories!<br />This tea is creamy and tangy and makes quite a comforting cup!<br />I think that it would be delicious with a splash of milk or some sugar, but it is enjoyable by itself.",2012-09-07 19:00,46,0,0,4
25,2,25,Perfect Cheesecake Flavor,"WOW is this stuff good! The cheesecake flavor really comes through, adding a creamy decadence to the cup along with cheesecake's signature tang and even a little bit of crusty goodness. It doesn't overwhelm the matcha flavor but balances with it, making this sweet treat not overly dessert-y but great for drinking any time of day. It's great straight or as an iced latte, perfect for a mid-afternoon pick me up! All the taste, none of the calories--what more could you want?",2012-09-06 19:00,47,0,0,5
26,2,26,Will Work For Tea,"Another winner from Red Leaf Tea!<br /><br />The smell of the this particular matcha is tangy and slightly sweet, even though there's no sugar added to the flavoring.  I prepared this my usual way - cold latte style.  Two ounces of warmed water with a teaspoon of matcha and a half teaspoon of super-fine sugar - wisk until blended.  I didn't try sifting the matcha this time, and it frothed up very nicely without any clumping.  Six ounces of cold, creamy whole milk and the taste was so smooth and creamy with a bit of tang - just how I like my cheesecake to be!<br /><br />After my first cup as a cold latte, I went for a second cup  - this time as a warmed, straight matcha.  The tang and creaminess are much less noticable the second time around, but the matcha base is much more prevalent.  As the cup cools, the tangy taste comes to the forefront with the matcha and the creaminess lags behind.  It's kind of like having two very different teas, which is pretty awesome for just buying the one!  A creamy, dessert-like cup of tangy cheesecake with milk/dairy alternative or a green tea with a little tang - it's up to whatever kind of mood you're in!",2012-09-04 19:00,48,0,0,5
27,2,27,"Cheesecake, anyone?  Why, YES please!!!","I've tried this prepared a couple of different ways now.  The first time I prepared it, I prepared it the way I would most Matcha - in the traditional way in my chawan (tea bowl) and whisking it until smooth and frothy.  It is good that way.  It has a delicious, creamy taste.  Sweet.  Really good, and tasting very much like cheesecake.<br /><br />However, if you really want the FULL cheesecake experience, I recommend drinking this one as a latte, using warmed milk instead of water and whisking with a frothing tool instead of the bamboo whisk.  YUM!  The creamier texture and flavor that comes from using milk instead of water is really beneficial to this cheesecake flavored Matcha.  All the flavor remains intact - it is not masked by the milk - and it tastes creamier and richer ... and let's face it, when you want cheesecake, you want that rich, creamy flavor and texture.<br /><br />This cheesecake flavored Matcha is rich, smooth, and sweet, with the distinctive tangy taste of cream cheese and even a hint of buttery pastry.  It makes a delightful pick-me-up for the afternoon, especially if you're craving something a little sweet.  This will help curb those cravings for a fraction of the calories and fat!",2012-09-03 19:00,49,0,0,5
28,2,28,Like Home made quality cheesecake!!,"This particular matcha tastes EXACTLY like cheesecake and not that fake cheesecake made with inferior ""cheesecake"" stuffing stuff you can buy pre made in the store but real cheesecake made at home from scratch or from a fine restaurant or bakery!<br /><br />It is not overly sweet either which I was surprised at because I honestly was expecting something more fake tasting and overly sugary.<br /><br />I was both surprised and pleased when I took my first sip and realized this was the real deal! I still am amazed that Red Leaf Tea can get such excellent flavor from all natural sources into a matcha!<br /><br />This flavor melded perfectly with the green tea base giving it a beautiful slightly sweet and creamy earthy flavor! I imagine it would be insanely good in a white base as well!<br /><br />You can almost taste the crumbly cheesecake crust in this as well as the taste of the filling so you do get that whole cheesecake experience.",2012-08-30 19:00,50,0,0,5
29,3,29,Tastes Great - 10 Calorie Treat,"This is the best tasting Sugar FREE drink for a K-Cup I have tried.  I used the medium setting for my brewer adn got a very good cup; there is no aftertaste at all.  This is a fresh apple caramel with a hint of cinnamon.  I have had real apple cider that tasted about the same.  This is a treat that even a  diabetic could go for and enjoy.  I am not sure why there are so many 1 star reviews, but i really do disagree.<br /><br />10 cal (0 fat)  --  0g fat sat  --  1 carb  --  0g sugar  --  &lt;1g fiber",2011-11-30 19:00,51,19,0,5
30,3,30,A little weak but tastes pretty decent,"I just received this product today and although I've been disappointed with K-Cups that weren't coffee or tea in the past (like hot cocoa and sweet tea) I figured I'd give these a shot since it was only $9.99 for 24.  I drank it hot, although you can also brew it over ice for a cold drink.  Immediately after brewing I noticed it looked a little weak in the cup, but it smelled pretty good.<br /><br />My reaction to my first sip was a bit on the ""bleh"" side.  The caramel taste was a little odd and a touch sickly sweet.  However, as I drank a little more it grew on me.  It's certainly not like heating up a nice cup of real cider from a farm, but it's more convenient, it doesn't go bad, and makes a decent little cup of cider on a nice chilly evening.<br /><br />For $9.99 I recommend giving it a shot.  Don't go all out and buy the 3-pack of 18 cups right off the bat though.",2011-10-17 19:00,52,12,0,3
31,3,31,Not the best brand of this producct,"This product has a nasty aftertaste because it is sweetened with aspertame, not sugar.  It is overly sweet and has little apple flavour.  Buy a different brand unless you especially like an artificial sweetener.  Had I known about the aspertame, I would not have bought this brand.",2011-10-20 19:00,53,13,2,3
32,3,32,Extremely unpleasant taste,"I was very hopeful about this product.  While I did not expect anything close to real apple cider, an occasional warm apple flavored drink at work was a welcome idea.  And while this product is sugar free (sweetened with aspartame), that didn't scare me away as I've enjoyed some other drink products sweeted with aspartame.  Well, I brought my new purchase to work this morning, and brewed my first cup.  The aroma was pleasant ... could smell the apple right away and then a few moments later could smell the caramel.  But then I tasted it - and it was awful!  I sipped it hot, sipped it warm, and even tried another cup with a different amount of water.  I'm done!  The taste is extremely chemical with little to no apple taste (nor caramel).  Not sure if I can return the product (will be checking) but if not I will be throwing it away as I would not be comfortable offering to anyone!",2011-10-20 19:00,54,7,0,1
33,3,33,Artificial Sweetners,"Has artificial sweeteners not noted on the product page. That's where the ""weird aftertaste"" reviews come from. Stick to the Green Mountain version which is wonderful.",2011-10-23 19:00,55,16,4,1
34,3,34,Decadent! Great for Sugar Restricted Diets who Crave Apple!,"I'm so glad I didn't pay attention to the bad reviews for this product. Obviously, it's not going to taste the same for people who are used to cane sugar and corn syrup sweeteners. Now, most importantly, the taste is RICH, SWEET and hearty. It is not weak, and it even has some of that apple ""bite"". The smell is just like mulling cider on the stove. Each serving is only 10 calories, and best of all, it isn't full of sugar for those of us juvi diabetics and gastric bypass patients out there. This feels like Cheating! It's absolutely delicious and I intend to always keep it on hand. Thank you Grove Square for remembering the sugar-restrictions!",2012-01-22 19:00,56,5,0,5
35,3,35,Nice change from coffee,"Nice caramel apple flavor (its an artificially sweetened powder that completely dissolves and empties out of the k-cup). This can have a somewhat strong/tart flavor on small cup setting, so i run the same k-cup twice on 'small' cup setting in a large mug to dilute it slightly more to suit my taste.  Quick and convenient hot apple cider with caramel touch for those occasions when you crave apple cider, hot or cold  add ice cubes).<br /><br />***update*** noticed my keurig was spurting during brew cycle but only when using this caramel apple cider k-cup.  After making a cup of cider, i decided to cut the foil open on the top of the k-cup.  I discovered this stuff clumps during brewing inside the bottom of the cup as a sticky ball.  It has done it on the second pack as well, so might be product & not just a bad batch. Might be clogging up the discharge needle in the bottom of the k-cup.  Just to check out what's inside, I cut open a new cup and small amuont of brown and white powder is all there is to this.",2011-09-20 19:00,57,5,0,3
36,3,36,The worst tasting thing out of my Keurig,I really had high expectations of this product but the artificial flavoring just kills it.<br />My wife gets migraines and the artificial flavoring in this product has been reported to make these worse.<br />I just wish I hadn't gotten a double pack.,2011-07-05 19:00,58,5,0,1
37,3,37,It's Okay,"Yes, it has the ""fake sugar"" taste, but it's okay.  The real downside to the product is the price.  In a coffee K-Cup, there is more to it than just coffee grounds in the K-Cup...there is a filter etc, and the brewing occurs in the cup.  With these cider K-cups, it's just ordinary drink mix in the K-Cup.  You're better off just buying the powder at the grocery store, and run the Keurig just for hot water, as you would for tea.",2011-05-07 19:00,59,5,0,3
38,3,38,Grove Spiced Apple K-Cups - Delicious!,"I think the Grove Spiced Apple Cider K-Cups are absolutely delicious!<br /><br />I found the 8 oz. setting to be a bit too strong for me, so I used the 10 oz. setting on my brewer and, for me, the hot apple cider turns out perfect, just the way I want it.<br /><br />I have to watch my carbs, so I was pleasantly surprised to discover that these K-Cups are only one carb each.  Before ordering, I noted that under ""Product Features"" it states that the product is sugar-free; and under ""Product Description"" it clearly states that the product is sweetened with aspartame.  Therefore, I think it's fair to say that those who prefer sugar over other sweeteners, and/or can't stand the taste of aspartame, may not care for this product.<br /><br />As for me, I enjoy it well enough that I've put it on monthly subscription.",2011-10-21 19:00,60,7,1,5
39,3,39,Reminds me of how A&W Root Beer tasted when I was a kid,"The Zevia Root Beer Flavor is one of my favorites of the Zevia flavors.  It has very strong Root Beer taste which I find tastes a lot like my memories of A&W Root Beer back when I was growing up in Canada, back before they started replacing sugar with High Fructose Corn Syrup.  I'm not sure if A&W Root Beer is different here in the US from Canada, as the food in the A&W restaurants here in the US is nothing like the food in A&W Canada restaurants.<br /><br />In any case, I love that there's nothing but all natural ingredients here, and it's naturally sugar free.  This summer, I often combined the Zevia Root Beer with Clemmy's Sugar Free Vanilla Bean Ice Cream to make my own Sugar Free Root Beer Floats (and sometimes with Orange Zevia instead of the Root Beer) and they were absolutely amazing guilt free Floats.",2010-01-06 19:00,61,25,1,5
40,3,40,"We examined their claims, gave it a taste-test, & found multiple problems with Zevia...But here's a solution! (Read on)","First, my household is a low-carb, low-glycemic index, and zero corn syrup household. We have been looking for alternative *natural* sweeteners for quite some time because our doctor has serious warnings (and lots of research) against chemical-based sugar substitutes like aspartame, saccharine, and splenda.<br /><br />Stevia is our favorite sweetener - usually from a bottle, or as a raw leaf. The problem is, we can find very few products (like snack bars, soda, cookies, etc) which use Stevia.<br /><br />So we were excited to meet the people from Zevia at the trade show in which they rolled out this product (2007)... and we were among the first people in the country to taste a stevia-flavored soda!<br /><br />At the trade show, the company gave out mini-cans of selected flavors, and we were super impressed. The taste is different from mainstream root beer, cola, and ginger ale products ... but it was sweet, sparkly, and had a nice bite. No awful aspartame aftertaste!<br /><br />We came home excited to order our first batch for home/personal use. To our disappointment, we found several discrepancies between their product & literature at the trade show, and the actual product rolled out.<br /><br />First, they decided to add caffeine to many of the flavors (not the root beer), but this ruined most of the flavors for us & makes their ""all natural"" claim a bit disingenuous.<br /><br />Next, we were told by company reps that the soda contains only purified water, stevia, and citric acid. To our surprise, when the ingredients were published on the can (FDA standards), we found that the PRIMARY sweetener is an artificial chemical called eurethrytol (2nd ingredient), not Stevia (5th ingredient). Drinking a 12 ounce can of ginger root beer flavored Zevia had the same effect on me as eating 4 maltitol-based chocolate bars (LOTS of stomach problems).<br /><br />Finally, they claim this is a zero calorie drink, but erythritol does indeed contain calories - about 25 for the can. And at $1 per can, the price is just to high. This product was a disappointment all around.<br /><br />SOLUTION!!<br /><br />Ok, so you're wanting a safe, natural, great tasting soda without side effects? All you need are 3 ingredients: Seltzer Water, Bottle of liquid Sweet Leaf Stevia, and (secret ingredient) citric acid.<br /><br />Seltzer water is widely available at any grocery store. You'll find the other two ingredients at your health food store (we buy citric acid in the bulk section of our local apothecary, under $1 per ounce).<br /><br />For one serving of soda (12 ounce) add 15-20 drops of liquid Stevia, and just a *PINCH* (1/8th teaspoon?) of citric acid. The Stevia sweetens and flavors, and makes a very nice drink. But the citric acid adds that ""bite"" that makes a cola taste like a cola!<br /><br />Our favorite Sweet Leaf flavors are: Root Beer, Cinnamon, Orange, & Apricot. This method is actually much cheaper than cans of Zevia, tastes better, broader variety of flavors, super portable (we travel with a little pouch of citric acid & a bottle of Sweet Leaf), and it's truly natural!<br /><br />Three more notes for health-conscious people: (1) We have tried many off-brand bottles of liquid Stevia, and they are all just fine. HOWEVER, many of the off-brands use a grain alcohol base, which tastes awful in soda (unless you're used to that sort of thing! Ha Ha...). So other brands are fine for cooking, but at this time I recommend Sweet Leaf for mixing drinks (just purified Stevia + water).<br /><br />(2) Aluminum cans are a disaster for the environment (takes one 12oz can of gasoline to melt down/recycle 4 new aluminum cans). So I recommend bottles of Seltzer water instead.<br /><br />And, (3) artificial carbonation robs your body of magnesium & other things. Instead, opt for naturally sparkling water, like Pellegrino. We usually pay $1.15 for a 1-liter bottle of naturally sparkling mineral water, no additives, and it has lots of healthy minerals. GOOD LUCK in your continued journey for better health!",2011-01-23 19:00,62,111,19,1
41,4,41,Love the Root Beer flavor,I finally found this soda at a local store. Not much on the shelf. I tried the zevia regular cola (bad aftertaste) the root beer one (this is my favorite) and the orange one (good). I didn't get the lemon/lime one. This rootbeer one is delicious. No aftertaste like the cola one has. I love rootbeer so I will continue to buy it. It is expensive at $1 a can and for the 6 pack it cost me $5.99 with no tax on it. It is a much better alternative to the diet sodas out there. I don't use artifical sweetners or have sugar in my diet except for stevia. I hope the price gets lower as other stevia colas come onto the market.,2009-03-08 19:00,63,11,0,5
42,4,42,Excellent artisan rootbeer taste!,"I am currently drinking my second can of Zevia Root Beer, having managed to sneak it away from my three kids.  It's got a rich, full flavor and plenty of fizz--all our cans did.<br /><br />I left a fuller review on their Cola entry, but everything I said there stands for this variety, as well.  It's just as good as either sugar-full or sugar-free brands, but is not bad for you, and even good for you because of the stevia, which can help regulate blood sugar.<br /><br />Makes a killer float, too, with my own homemade sugar-free artificial sweetener-free ice cream.",2008-07-21 19:00,64,9,1,5
43,4,43,Natural Ginger Root Beer with stevia tastes great,"When I found out about this product from Jorge Cruise's site, I couldn't wait to try it.  It took many visits to specialty stores (names obtained from the Zevia website) before I finally found one that had just two cans of the Ginger Root Beer in stock.  I bought both cans, even though I never really drink root beer.  After tasting Zevia Ginger Root Beer, I love root beer now!  This is my favorite flavor, even over Cola and Orange (haven't had the Twist, yet).<br /><br />Everything in the Ginger Root Beer is natural, and there's no caffeine (like the Cola, even though it's supposed to be natural caffeine). The cola is  my next favorite that I have occasionally.  I did not care much for the orange, it tasted artificial and not very orangy-tasting. I highly recommend the root beer flavor, though.",2009-04-01 19:00,65,3,0,5
44,4,44,The best Zevia flavor,"My wife and I have tried the four flavors of Zevia and we both have this as our favorite.  Using Stevia instead of sugar or the common sugar substitutes is great.  The price is OK.  It would be nice if Amazon could make a deal with Zevia to offer ""FREE with Super Saver Shipping"" in the future.  At this time the $9.89 shipping makes the price less attractive.<br /><br />When we drink ""traditional"" soft drinks we mostly drink diet drinks.  We get Diet Dr. Pepper and Diet Pepsi (when available at places like restaurants) as first choices.  I tolerate Diet Coke when I want a diet soft drink at a restaurant and none of the above are available.  Although, I may also get a non-diet soft drink if that is the case.  I included some of the other drinks we like, since taste is subjective.  Hopefully if you like the above drinks, Zevia's Root Beer may be to your liking.",2009-02-19 19:00,66,3,0,5
45,4,45,It's ok,"I've been trying to give up all diet sodas containing aspartame and splenda because of all the online research I've been doing on those sweeteners.<br /><br />This root beer is the first Zevia product I have tasted.<br /><br />It doesn't have a very strong root beer flavor -  more like a mix of root beer and ginger ale - to it and it tasted a little flat.<br /><br />For me, the flavor is just ok.  My root beer happy 8 year old didn't like it at all.",2008-07-16 19:00,67,3,0,3
46,4,46,"Root beer is great, avoid the cola.","I really like the ginger root beer, and have just ordered a case. But the cola was awful; had a bitter taste.",2011-02-09 19:00,68,2,0,5
